OBJECTID,City,ebll10,ebll11,ebll12,ebll13,ebll14,ebll15,ebll16,ebll17,ebll18,ebll19,Shape__Area,Shape__Length
1,Baltimore City,1.59374682773323,1.4,1.16968434545746,1.18154842190451,1.08011803351706,1.18453141330856,0.988633672744494,0.865598315592467,0.993710691823899,0.734252222079093,2264963004.20801,528245.410048713
