OBJECTID,City,shomes10,shomes11,shomes12,shomes13,shomes14,shomes15,shomes16,shomes17,shomes18,shomes19,Shape__Area,Shape__Length
1,Baltimore City,5913,5188,5166,4935,7822,6583,9034,9267,10367,12872,2264963004.20801,528245.410048713
