OBJECTID,resrehab10,resrehab11,resrehab12,resrehab13,resrehab14,resrehab15,resrehab16,resrehab17,resrehab18,resrehab19,resrehab20,Shape__Area,Shape__Length,resrehab21
1,2.51,2.41,2.63159195,3.085559542,2.688269414,2.881617269,3.183897082,4.435720145,4.567072933,4.88211695799922,4.952313049,2264963004.20801,528245.410048714,4.703360659
