OBJECTID,City,empl10,empl11,empl12,empl13,empl14,empl15,empl16,empl17,empl18,empl19,empl20,Shape__Area,Shape__Length,empl21
1,Baltimore City,62.15468059,54.41849405,61.01078993,60.0864426,60.6032,60.43631072,61.62045158,62.52938022,63.39702334,64.48957735,65.62602,2264963004.20801,528245.410048714,65.56703043
