OBJECTID,City,cashsa11,cashsa12,cashsa13,cashsa14,cashsa15,cashsa16,cashsa17,cashsa18,cashsa19,cashsa20,Shape__Area,Shape__Length,cashsa21
1,Baltimore City,50.78,44.4194335021572,44.421618204804,45.8795,46.2779932440886,42.142271182468,41.2885741760643,37.5829435440008,36.066112084063,31.9741622930964,2264963004.20801,528245.410048714,29.15816327
