OBJECTID,CSA2010,affordr10,affordr11,affordr12,affordr13,affordr14,affordr15,affordr16,affordr17,affordr18,affordr19,CSA2020,affordr20,affordr21,affordr22,Shape__Area,Shape__Length
42,Orangeville/East Highlandtown,49.3141737426519,54.4540229885057,45.9223300970874,50.767754318618,54.9451,52.6252983293556,49.2063492063492,43.994861913937,38.7822634017207,28.80658436,Greektown/Bayview,29.74683544,38.70014771,48.2014388489209,89894372.2113037,47825.8629266244
43,Patterson Park North & East,55.6797020484171,56.8714096332302,35.9289617486339,33.0252100840336,51.3301,48.5364788117082,46.3467358408993,47,49.5946590367191,48.16285998,Patterson Park North & East,45.97910041,52.25739491,56.5988523735003,14507643.2044067,21786.3746601014
44,Penn North/Reservoir Hill,57.2023602915654,56.7368772985623,47.3747016706444,45.9251101321586,52.4746,50.9784735812133,50.3829503829504,53.0386740331491,56.0130010834236,56.75368899,Penn North/Reservoir Hill,60.68866571,61.76769387,55.883285759594,41059796.6773071,29078.8384985548
45,Pimlico/Arlington/Hilltop,55.7259713701431,52.4833589349718,46.7369808833223,50.2227880330999,53.343,53.2012897282358,54.1332073689183,53.0137636449928,45.9701492537313,46.20030196,Pimlico/Arlington/Hilltop,49.67391304,50.76923077,53.936170212766,30400962.0054932,24725.9340693613
46,Poppleton/The Terraces/Hollins Market,55.594651653765,60.0259571706684,39.0501319261214,41.2790697674419,55.6475,53.4831460674157,54.5404512933407,54.2182890855457,54.4108574953732,51.68471721,Poppleton/The Terraces/Hollins Market,42.78820375,44.79111581,51.4228657014478,9302012.99926758,12334.0275347411
47,Sandtown-Winchester/Harlem Park,56.3300565981531,58.274598252044,36.6931918656057,35.6469580119966,52.368,51.3274336283186,53.0747398297067,52.9828109201213,54.2847388187094,54.52709525,Sandtown-Winchester/Harlem Park,53.07646356,52.75371287,56.9239835002946,23672092.8682861,20987.1433066354
48,South Baltimore,44.5114595898673,38.4615384615385,34.7587049480757,28.3118405627198,35.3974,33.75,30.7277628032345,33.847472150814,28.0615815255423,24.34119279,South Baltimore,25.76847613,29.2767733,31.4885496183206,46353935.4255981,68440.02582664
49,Southeastern,62.1722846441948,55.7635467980296,43.5265104808878,40.5660377358491,54.2982,55.5765595463138,47.465034965035,53.0405405405405,53.4863195057369,59.5942519,Southeastern,64.90740741,80.35714286,66.4055700609225,111251478.472229,102291.480547698
50,Southern Park Heights,45.9422750424448,53.3238027162259,44.9586776859504,42.6200873362445,58.2884,60.2673980116558,55.8163265306123,58.4347254192699,58.4869059165858,49.88274707,Southern Park Heights,45.94505131,48.51788756,43.0433116136451,27876227.5908203,24052.221372193
51,Southwest Baltimore,54.4525929806181,55.9191274275073,33.7089201877934,31.6782522343595,63.1618,60.4511639068875,58.750890524816,60.4274134119381,58.9455272363818,60.98654709,Southwest Baltimore,62.27115946,62.79194631,62.8215542919036,37766068.8365479,28355.563581391
52,The Waverlies,62.551724137931,62.6875407697325,40.2985074626866,36.5304420350292,59.4219,52.4984577421345,51.5303283249861,51.6235553109521,51.144611948632,54.72972973,The Waverlies,56.96135521,57.75316456,54.9273021001615,20383750.5437012,18733.826879757
53,Upton/Druid Heights,57.3012939001848,58.3587468810646,29.6066252587992,31.8658280922432,60.1889,59.4955940443634,58.0042852770125,60.1811276657902,55.1984257133486,58.67740853,Upton/Druid Heights,58.27505828,54.6388543,55.0123001230012,16976622.3380127,19389.3078212169
54,Washington Village/Pigtown,48.8235294117647,54.4433094994893,42.6453819840365,37.5908618899273,60.6838,67.186067827681,67.2609400324149,63.4166666666666,59.3648208469055,55.00927644,Pigtown/Carroll Park,45.69687738,41.29643117,46.5163934426229,39343262.0375977,36962.2600947677
55,Westport/Mount Winans/Lakeland,52.846975088968,51.2776831345826,43.9820022497188,45.5808080808081,48.9531,51.3215859030837,49.2732558139535,50.3602305475504,51.9713261648745,50.75376884,Westport/Mount Winans/Lakeland,54.5804465,65.71637427,64.209726443769,45494092.9501953,42573.1244161851
