OBJECTID,City,baltvac11,baltvac12,baltvac13,baltvac17,baltvac18,baltvac19,baltvac20,Shape__Area,Shape__Length,baltvac21,baltvac22
1,Baltimore City,19.68297554,18.60551827,15.21899606,13.47048301,12.36331043,11.2445880846393,9.93847910192173,2264963004.20801,528245.410048714,8.950474044,7.81421967862646
