OBJECTID,City,totalres10,totalres11,totalres12,totalres13,totalres14,totalres15,totalres16,totalres17,totalres18,totalres19,totalres20,Shape__Area,Shape__Length
1,Baltimore City,202265,202309,202387,202362,204295,204295,204435,204792,204792,204773,204773,2264963004.20801,528245.410048713
