OBJECTID,City,totjobs10,totjobs11,totjobs12,totjobs13,totjobs14,totjobs15,totjobs16,totjobs17,totjobs18,Shape__Area,Shape__Length,totjobs19,totjobs20
1,Baltimore City,320010,325799,334349,335497,344588,350797,337454,337057,323556,2264963004.20801,528245.410048714,348824,338318
