OBJECTID,City,affordr10,affordr11,affordr12,affordr13,affordr14,affordr15,affordr16,affordr17,affordr18,affordr19,affordr20,Shape__Area,Shape__Length,affordr21,affordr22
1,Baltimore City,52.7197107,53.80483438,53.16738407,52.83053646,51.7585,51.55748773,50.17867204,49.79918088,48.77607755,48.07255694,47.46276193,2264963004.20801,528245.410048714,49.08246808,49.1467946732735
