OBJECTID,City,hcvhouse14,hcvhouse15,hcvhouse16,hcvhouse17,hcvhouse18,hcvhouse19,Shape__Area,Shape__Length
1,Baltimore City,131.325888681945,127.775653083365,124.638218064785,126.424944348942,123.252535068783,124.345768706833,2264963004.20801,528245.410048713
