OBJECTID,City,unempr10,unempr11,unempr12,unempr13,unempr14,unempr15,unempr16,unempr17,unempr18,unempr19,unempr20,Shape__Area,Shape__Length,unempr21
1,Baltimore City,11.6858333250073,12.6275297408981,13.926632006531,14.1781685478854,14.1592,11.3908625956819,12.8163311969979,10.189423112809,9.32584884619857,8.473066659,7.670797,2264963004.20801,528245.410048714,7.500776661
