OBJECTID,City,salepr10,salepr11,salepr12,salepr13,salepr14,salepr15,salepr16,salepr17,salepr18,salepr19,salepr22,Shape__Area,Shape__Length
1,Baltimore City,115000,100000,135000,147000,126325,125000,138000,150000,155000,148000,202000,2264963004.20801,528245.410048714
