OBJECTID,City_1,ownroc10,ownroc11,ownroc12,ownroc13,ownroc14,ownroc15,ownroc16,ownroc17,ownroc18,ownroc19,ownroc20,Shape__Area,Shape__Length
1,Baltimore City,60.2,57.59,57.8263426,57.17970765,56.08262561,56.08262561,54.92748306,54.60516036,54.60516036,52.55087,52.55087,2264963004.20801,528245.410048713
