OBJECTID,vacant10,vacant11,vacant12,vacant13,vacant14,vacant15,vacant16,vacant17,vacant18,City,vacant19,vacant20,vacant21,vacant22,Shape__Area,Shape__Length
1,7.94,7.75,7.951103579,8.033128749,8.109351673,8.223891921,8,8.188796437,8.171705926,Baltimore City,8.00838001103661,7.69974557192599,7.36435,6.655663,2264963004.20801,528245.410048714
