OBJECTID,City,affordm10,affordm11,affordm12,affordm13,affordm14,affordm15,affordm16,affordm17,affordm18,affordm19,affordm20,Shape__Area,Shape__Length,affordm21,affordm22
1,Baltimore City,40.0101097970987,40.4682628389905,40.6492792426669,39.2841659039453,38.652,37.5867269984917,35.8092700299777,34.2095837490725,33.3104715564987,30.89526568,31.0340922,2264963004.20801,528245.410048714,31.06422472,30.9771933994721
